date,creek,location,fish,comments,observer
2009-03-06,Kelsey,detention ,0,first day water clear enough to see fish; detention dam closed,Murphy
2009-03-06,Kelsey,detention,0,"clear, cold",Smythe
2009-03-06,Kelsey,Quercus,0,"clear, cold",Smythe
2009-03-06,McGaugh,Finley East,0,"clear, cold, no flow",Smythe
2009-03-06,Seigler,Lake St,0,"water flowing freely, too murky to see if fish present",Brandon
2009-03-07,Adobe,SBR,?,"1 osprey, 4 herons, & 1 merganser, which caught       and swallowed a good sized fish, the size of a male hitch -- too murky       for a positive ID",Windrem
2009-03-07,Clover,below diversion,0,installed hobo; clear & warm,Smythe
2009-03-07,Clover,diversion above Middle,0,installed hobo; clear & warm,Smythe
2009-03-07,Cole,SBR,0,installed hobo; clear & warm,Smythe
2009-03-07,Hendricks,Scotts Valley Rd.,0,Sunny,Dills
2009-03-07,Kelsey,detention,0,clear; installed hobo,Smythe
2009-03-07,Kelsey,SBR,0,no birds,Windrem
2009-03-07,Manning,SBR,0,"no fish, no birds",Windrem
2009-03-07,Middle,above diversion,0,installed hobo; clear & warm,Smythe
2009-03-07,Middle,aobve Scotts,0,installed hobo; clear & warm,Smythe
2009-03-07,Middle,Hwy 29,0,no birds,Windrem
2009-03-07,Scotts,below Tule Lake,0,installed hobo; clear & warm,Smythe
2009-03-07,Scotts,Eickhoff,0,installed hobo; clear & warm,Smythe
2009-03-08,Hendricks,Scotts Valley Rd.,0,Sunny,Dills
2009-03-08,Seigler,Lake St,0,"water somewhat silty, deep and swift",Barnes/Rett
2009-03-09,Adobe,Bell Hill,0,NA,Vidich
2009-03-09,Adobe,Finley East,0,"clear, cold; One fish observed upstream, surfaced several       times. Species unknown.",Smythe
2009-03-09,Hendricks,Scotts Valley Rd.,0,Sunny,Dills
2009-03-09,Kelsey,detention,0,"clear, cold; 2 great blue herons",Smythe
2009-03-09,Kelsey,Main St,0,NA,Moura
2009-03-09,Kelsey,Quercus,0,"clear, cold; one great blue heron",Smythe
2009-03-09,Kelsey,SBR,0,NA,Moura
2009-03-09,McGaugh,Finley East,0,"clear, cold, no flow",Smythe
2009-03-09,Schindler,Hwy 20,0,water getting noticeably lower,Barnes/Rett
2009-03-10,Adobe,Bell Hill,0,NA,Vidich
2009-03-10,Adobe,Finley East,0,"clear, cold",Smythe
2009-03-10,Adobe,Merritt Rd,7,bald eagle,Moorhead
2009-03-10,Adobe,SBR,0,"7 suckers spawning, no hitch",Windrem
2009-03-10,Hendricks,Scotts Valley Rd.,0,Sunny,Dills
2009-03-10,Kelsey,detention,0,"clear, cold",Smythe
2009-03-10,Kelsey,Quercus,0,"clear, cold",Smythe
2009-03-10,Kelsey,SBR,0,NA,Windrem
2009-03-11,Adobe,Bell Hill,0,NA,Vidich
2009-03-11,Adobe,Finley East,0,"clear, cold",Smythe
2009-03-11,Adobe,Thomas,?,"10 fish, probably suckers really large and very defined       sucker mouths heron sighted",Leonardis
2009-03-11,Cole,SBR,0,NA,Moura
2009-03-11,Forbes,Main St,0,"water has cleared since rains, garbage!",Holden
2009-03-11,Hendricks,Scotts Valley Rd.,0,Sunny,Dills
2009-03-11,Kelsey,detention,0,NA,Murphy
2009-03-11,Kelsey,detention,0,"clear, cold",Smythe
2009-03-11,Kelsey,Main St,0,NA,Moura
2009-03-11,Kelsey,Quercus,0,"clear, cold",Smythe
2009-03-11,Schindler,4th st,0,"lots of trash and debris possibly obstructing possible       fish migration--water weeds not yet growing at the Konocti bridge yet (last       year they totally clogged the channel)""",Barnes/Rett
2009-03-11,Schindler,Konocti Rd,0,NA,Barnes/Rett
2009-03-12,Adobe,Finley East,0,"clear, warm",Smythe
2009-03-12,Adobe,Finley East,0,2 mallards,Windrem
2009-03-12,Adobe,SBR,50,maybe a sucker mixed in with the hitch,Combs
2009-03-12,Adobe,SBR,0,no birds,Windrem
2009-03-12,Forbes,Main St,0,NA,Holden
2009-03-12,Kelsey,detention,0,15 ft orchard ladder in creek,Murphy
2009-03-12,Kelsey,detention,0,"clear, warm",Smythe
2009-03-12,Kelsey,Quercus,0,"clear, warm",Smythe
2009-03-12,Seigler,Lake St,0,NA,Brandon
2009-03-13,Adobe,Bell Hill,0,NA,Vidich
2009-03-13,Adobe,Finley East,0,"clear, cold",Smythe
2009-03-13,Cole,CLSP,0,NA,Moura
2009-03-13,Hendricks,Scotts Valley Rd.,0,Sunny,Dills
2009-03-13,Kelsey,detention,0,"clear, cold",Smythe
2009-03-13,Kelsey,Main St,0,NA,Moura
2009-03-13,Kelsey,Quercus,0,"clear, cold",Smythe
2009-03-13,Kelsey,SBR,0,NA,Moura
2009-03-13,Schindler,Hwy 20,0,water getting quite low,Barnes/Rett
2009-03-13,Seigler,Cache Creek,0,"unable to see anything, very deep water",Barnes/Rett
2009-03-13,Seigler,Lake St,0,water running well,Barnes/Rett
2009-03-14,Adobe,Finley East,0,cool,Smythe
2009-03-14,Adobe,Merritt Rd,100,NA,Moorhead
2009-03-14,Hendricks,Scotts Valley Rd.,0,Partly Cloudy,Dills
2009-03-14,Kelsey,detention,0,"at least 100 suckers 100 meters downstream from the       dam",Murphy
2009-03-14,Kelsey,detention,0,cool,Smythe
2009-03-14,Manning,SBR,0,cool,Smythe
2009-03-15,Adobe,Finley East,35,lethargic,Windrem
2009-03-15,Adobe,SBR,200,"moving slowly, no spawning",Windrem
2009-03-15,Cole,Clark Dr.,0,very low flow,Windrem
2009-03-15,Hendricks,Scotts Valley Rd.,0,Cloudy/Rain,Dills
2009-03-15,Kelsey,detentiion,0,NA,Windrem
2009-03-15,Kelsey,SBR,0,NA,Windrem
2009-03-16,Adobe,SBR,300,"cool, drizzle",Smythe
2009-03-16,Kelsey,Quercus,0,"cool, drizzle",Smythe
2009-03-16,Manning,SBR,0,"cool, drizzle",Smythe
2009-03-17,Adobe,Argonaut,0,NA,Moura
2009-03-17,Adobe,Big Valley Rd,45,NA,Moura
2009-03-17,Adobe,Finley East,150,cool,Smythe
2009-03-17,Adobe,Finley East,0,NA,Moura
2009-03-17,Adobe,Merritt Rd,400,really pushing upstream,Moorhead
2009-03-17,Clover,Elk Mt Rd,0,NA,Windrem
2009-03-17,Forbes,Main St,0,slow flow; strange concrete passage under the bridge,Holden
2009-03-17,Hendricks,Scotts Valley Rd.,0,Sunny,Dills
2009-03-17,Kelsey,detention,0,NA,Murphy
2009-03-17,Kelsey,detention,0,cool; opened center gate 4 to begin draining for hitch,Smythe
2009-03-17,Kelsey,Quercus,50,cool,Smythe
2009-03-17,Kelsey,SBR,0,NA,Moura
2009-03-17,Middle,Hwy 20,0,"large water flow, deep, hard to see",Windrem
2009-03-17,Middle,Rancheria Rd,0,NA,Windrem
2009-03-17,Schindler,Hwy 20,0,"water running well, sunny",Barnes/Rett
2009-03-18,Adobe,Merritt Rd,25,NA,Moorhead
2009-03-18,Adobe,Merritt Rd,500,really pushing upstream,Moorhead
2009-03-18,Cole,SBR,0,NA,Moura
2009-03-18,Cooper,First bridge west of Witter Springs/East Rd. intersection,3,NA,Lundquist
2009-03-18,Hendricks,Scotts Valley Rd.,0,NA,Lundquist
2009-03-18,Kelsey,detention,500,"small school of suckers swimming ahead of the much larger       school of hitch",Murphy
2009-03-18,Kelsey,detention,200,school 150 downstream,Smythe
2009-03-18,Kelsey,Quercus,0,cool,Smythe
2009-03-18,Scotts,Bridge near Highway 20,0,NA,Lundquist
2009-03-18,Seigler,Jessie St,0,NA,Moura
2009-03-19,Adobe,Bell Hill,200,both hitch and suckers,Devoto
2009-03-19,Adobe,Bell Hill,15,"weir above Bell Hill causes fast current and hinders       hitch from moving up to spawning ground above",Devoto
2009-03-19,Adobe,Finley East,100,"spawning group of 1 female, 6 males",Holden
2009-03-19,Adobe,Merritt Rd,150,NA,Moorhead
2009-03-19,Adobe,Merritt Rd,800,really pushing upstream,Moorhead
2009-03-19,Adobe,SBR,50,fisher people in the water going for them!!!,Moura
2009-03-19,Clover,diversiion structure,0,"clear, warm; no fish in diversion channel or historic channel",Smythe
2009-03-19,Clover,Elk Mt Rd,0,"clear, warm",Smythe
2009-03-19,Clover,Elk Mt Rd,0,NA,Windrem
2009-03-19,Clover,Second St,0,"clear, warm",Smythe
2009-03-19,Cole,Clark Dr,0,low water,Devoto
2009-03-19,Cooper,"Bridge on Witter Springs Rd. approx. 0.7 miles south of Witter       Springs/East Rd. intersection",0,NA,Lundquist
2009-03-19,Cooper,First bridge south of Bachelor Valley Rd. Witter Springs intersection,0,NA,Lundquist
2009-03-19,Cooper,First bridge west of Witter Springs/East Rd. intersection,12,Headed upstream,Lundquist
2009-03-19,Cooper,First bridge west of Witter Springs/East Rd. intersection,0,NA,Lundquist
2009-03-19,Hendricks,Scotts Valley Rd.,0,Sunny,Dills
2009-03-19,Kelsey,detention,5000,the water was black with them,Murphy
2009-03-19,Kelsey,Merritt,15,heading upstream about 50 ft above bridge,Devoto
2009-03-19,Kelsey,Merritt,0,NA,Brandon
2009-03-19,Kelsey,SBR,25,NA,Moura
2009-03-19,Middle,btn weirs 2&3,0,"clear, warm",Smythe
2009-03-19,Middle,Hwy 20,20,good visibility,Windrem
2009-03-19,Middle,Rancheria Rd,0,"clear, warm",Smythe
2009-03-20,Adobe,Argonaut,15,NA,Moura
2009-03-20,Adobe,Argonaut,15,NA,Moura
2009-03-20,Adobe,Bell Hill,10,NA,Vidich
2009-03-20,Adobe,Big Valley Rd,130,NA,Moura
2009-03-20,Adobe,Finley East,200,"clear, warm; took video",Smythe
2009-03-20,Adobe,Finley East,100,NA,Moura
2009-03-20,Adobe,Merritt Rd,500,"all up and down stream actively spawning in margins       -- 1 bald eagle mobbed by 25 ravens -- 4 vultures tussling with ravens for       a dead hitch on the creekbank -- 1 redshouldered hawk in tree-- 1 blue heron       flying upstream -- an incredible wildlife scene!",Windrem
2009-03-20,Adobe,Merritt Rd,250,NA,Moorhead
2009-03-20,Adobe,Merritt Rd,750,some moving upstream; some spawning,Moorhead
2009-03-20,Cole,Clark Dr,0,NA,Moura
2009-03-20,Cole,CLSP,0,NA,Moura
2009-03-20,Cole,SBR,70,NA,Moura
2009-03-20,Hendricks,Scotts Valley Rd.,0,Sunny,Dills
2009-03-20,Hill,Merritt Rd,0,creek is dry,Windrem
2009-03-20,Kelsey,CLSP,1000,from the mouth to the visitor Center,Moura
2009-03-20,Kelsey,detention,1000,"fish actively moving through fish ladder, 25-30 during 15       minutes. Took video and measured flow velocities",Smythe
2009-03-20,kelsey,Gaddy,18,NA,Moura
2009-03-20,Kelsey,Main St,0,NA,Windrem
2009-03-20,Kelsey,Main St,100,warm; 50 yds downstream,Smythe
2009-03-20,Kelsey,Merritt Rd,100,upstream from bridge,Windrem
2009-03-20,Kelsey,Merritt Rd,30,"small schools of 1-5, lazily moving",Voegtly
2009-03-20,Kelsey,SBR,50,going both ways,Moura
2009-03-20,Scotts,SVR,0,used a flashlight in the shallows; beginning to rain,Holden
2009-03-21,Adobe,Bell Hill ,25,"they appeared to be spawning. They were in tight groups       of several fish, which appeared to be ""stuck"" to the gravel, but       every minute or so a couple of them would break loose, get swept downstream       a couple of feet, and swim back. This was in fast-moving water that was       less than a foot deep and perhaps only a couple of feet from the shore.""",Vidich
2009-03-21,Adobe,Merritt Rd,250,NA,Moorhead
2009-03-21,Clover,Elk Mt Rd,20,4 egrets upstream,Windrem
2009-03-21,Forbes,Main St,0,NA,Holden
2009-03-21,Hendricks,Scotts Valley Rd.,2,Partly cloudy,John Hatala
2009-03-21,Kelsey,detention,500,below dam,Murphy
2009-03-21,Kelsey,Main St,0,NA,Murphy
2009-03-21,Kelsey,Merritt,25,dam is obviously a big obstacle,Murphy
2009-03-21,Kelsey,Merritt,40,NA,Holden
2009-03-21,Kelsey,Merritt Rd,60,5 mergansers upstream,Windrem
2009-03-21,Middle,1000 below Hwy 20,1,"one dead hitch, no live hitch seen",Windrem
2009-03-21,Middle,Hwy 20,0,NA,Windrem
2009-03-21,Schindler,4th St,0,"water now seems to be too low for hitch even if they       were so inclined""",Barnes/Rett
2009-03-21,Schindler,Hwy 20,0,"water now seems to be too low for hitch even if they       were so inclined""",Barnes/Rett
2009-03-21,Seigler,Jessie St,0,"water flowing well, overcast and cool",Barnes/Rett
2009-03-21,Seigler,Lake St,0,"water flowing well, average about one foot depth",Barnes/Rett
2009-03-22,Adobe,Big Valley Rd,75,NA,Moura
2009-03-22,Adobe,Finley East,40,NA,Moura
2009-03-22,Adobe,Merritt Rd,250,NA,Moorhead
2009-03-22,Cole,SBR,15,a mixture of fish I believe,Moura
2009-03-22,Cooper,First bridge south of Bachelor Valley Rd. Witter Springs intersection,0,NA,Lundquist
2009-03-22,Cooper,First bridge west of Witter Springs/East Rd. intersection,0,NA,Lundquist
2009-03-22,Hendricks,Scotts Valley Rd.,0,Partly cloudy,Dills
2009-03-22,Kelsey,detention,5,"a couple of teenage boys trying to stab hitch by the       dam with homemade spears! it didn't help that they had off-roaded their       4x4 across my property, I told them to go and don't come back.",Murphy
2009-03-22,Kelsey,Dorn crossing,0,NA,Murphy
2009-03-22,Kelsey,Hellsbend,200,NA,Murphy
2009-03-22,Kelsey,Main St,0,NA,Murphy
2009-03-22,Kelsey,Merritt,25,NA,Murphy
2009-03-22,Kelsey,Merritt Rd,60,no birds,Windrem
2009-03-22,Kelsey,Renfro,0,NA,Murphy
2009-03-22,Kelsey,SBR,650,NA,Moura
2009-03-22,Kelsey,SBR,2000,appeared to be headed back to the lake,Murphy
2009-03-23,Adobe,Bell Hill,0,NA,Windrem
2009-03-23,Adobe,Finley East,100,"clear, cold",Smythe
2009-03-23,Adobe,Merritt Rd,75,NA,Moorhead
2009-03-23,Adobe,Merritt Rd,150,NA,Moorhead
2009-03-23,Cooper,"Bridge on Witter Springs Rd. approx. 0.7 miles south of Witter       Springs/East Rd. intersection",0,NA,Lundquist
2009-03-23,Cooper,"Bridge on Witter Springs Rd. approx. 0.7 miles south of Witter       Springs/East Rd. intersection",0,NA,Lundquist
2009-03-23,Cooper,First bridge west of Witter Springs/East Rd. intersection,0,NA,Lundquist
2009-03-23,Cooper,First bridge west of Witter Springs/East Rd. intersection,0,NA,Lundquist
2009-03-23,Hendricks,Scotts Valley Rd.,0,Sunny,Dills
2009-03-23,Kelsey,detention,100,"clear, cold",Smythe
2009-03-23,Kelsey,Hellsbend,2000,"not as dense as the ""black"" school I saw a       few days ago, but it was still pretty impressive""",Murphy
2009-03-23,Kelsey,Merritt Rd,0,"clear, cold",Smythe
2009-03-23,Kelsey,Quercus,200,"clear, cold",Smythe
2009-03-23,Seigler,Lake St,0,"water looked good, still flowing well",Barnes/Rett
2009-03-24,Adobe,Bell Hill,15,school of males waiting for a female above Bell Hill,Devoto
2009-03-24,Adobe,Bell Hill,0,below Bell Hill crossing,Devoto
2009-03-24,Adobe,Merritt Rd,125,NA,Moorhead
2009-03-24,Adobe,Merritt Rd,90,NA,Moorhead
2009-03-24,Cooper,"Bridge on Witter Springs Rd. approx. 0.7 miles south of Witter       Springs/East Rd. intersection",0,NA,Lundquist
2009-03-24,Cooper,First bridge west of Witter Springs/East Rd. intersection,0,NA,Lundquist
2009-03-24,Hendricks,Scotts Valley Rd.,0,Sunny,Dills
2009-03-24,Kelsey,CLSP,0,NA,Brandon
2009-03-24,Kelsey,Hellsbend,10,"total from Mostins to dam, 2 dead; no visible egg masses",Murphy
2009-03-24,Seigler,Lake St,0,NA,Brandon
2009-03-24,Seigler,Perini,0,NA,Voegtly
2009-03-25,Adobe,Merritt Rd,75,NA,Moorhead
2009-03-25,Adobe,Merritt Rd,75,NA,Moorhead
2009-03-25,Adobe,SBR,800,"1 merganser, 1 osprey",Windrem
2009-03-25,Cole,Clark Dr,0,water quite low,K. Windrem
2009-03-25,Kelsey,detention,200,"clear, cool; 6 mergansers, 1 GB heron, 2 turkey vultures",Smythe
2009-03-25,Kelsey,Merritt Rd,0,no birds,Windrem
2009-03-25,Kelsey,Quercus,300,"clear, cool",Smythe
2009-03-25,Kelsey,SBR,125,in two schools,Windrem
2009-03-26,Adobe,Merritt Rd,50,NA,Moorhead
2009-03-26,Adobe,SBR,50,NA,Moura
2009-03-26,Clover,Elk Mt Rd,0,NA,Windrem
2009-03-26,Clover,Upper Lake,0,NA,Windrem
2009-03-26,Kelsey,detention,500,"two school going in both directions, other groups of individuals;       several large egg masses",Murphy
2009-03-26,Kelsey,SBR,25,NA,Moura
2009-03-26,Middle,Rancheria Rd,0,NA,Windrem
2009-03-27,Adobe,Finley East,100,"clear, cool",Smythe
2009-03-27,Adobe,Merritt Rd,0,NA,Moorhead
2009-03-27,Kelsey,detention,500,"clear, cool; 4 mallards, confirmed osprey nest on east bank       downstream",Smythe
2009-03-27,Kelsey,Quercus,300,"clear, cool, 2 ospreys circling overhead",Smythe
2009-03-28,Adobe,Bell Hill,0,NA,Windrem
2009-03-28,Clover,Elk Mt Rd,0,NA,Smythe
2009-03-28,Clover,Elk Mt Rd,0,"warm, clear",Smythe
2009-03-28,Cole,Konocti Rd,0,NA,Windrem
2009-03-28,Kelsey,Main St,0,NA,Windrem
2009-03-28,Middle,Hwy 20,0,NA,Smythe
2009-03-28,Middle,Hwy 20,0,"warm, clear",Smythe
2009-03-28,Middle,Rancheria Rd,0,NA,Smythe
2009-03-28,Middle,Rancheria Rd,0,"warm, clear",Smythe
2009-03-29,Forbes,Main St,0,NA,Holden
2009-03-29,Kelsey,detention (above),50,"small groups going downstream, moving through west slot in       dam individually, with apparent reluctance, and backwards",Brandon
2009-03-29,Kelsey,detention (below),500,"many hitch spread out in still water below dam, not moving       up or down, a few spawning",Brandon
2009-03-29,kelsey,SBR,600,so many swirling to a black circle of spawn,Holden
2009-03-29,Middle,1/2 mi S of Hwy 20,25,not confirmed as hitch,Smythe (Alicia)
2009-03-29,Seigler,Lake St,0,"water very swift over concrete obstruction, but no fish lower       in creek either",Barnes/Rett
2009-03-30,Schindler,4th St,0,water too low for any fish,Barnes/Rett
2009-03-31,Adobe,Finley East,50,"clear, cool; someone has added to rock dam across low flow       channel, appears to still be passable for hitch",Smythe
2009-03-31,Kelsey,detention,150,"clear, cool; dozen ducks upstream",Smythe
2009-03-31,Kelsey,Quercus,100,"clear, cool. osprey circling overhead",Smythe
2009-03-31,Schindler,Hwy 20,0,water too low for any fish,Barnes/Rett
2009-04-01,Adobe,Finley East,6,"clear, cool",Smythe
2009-04-01,Forbes,Main St,0,NA,Holden
2009-04-01,Kelsey,detention,0,"clear, cool; 10 mallards, 2 mergansers",Smythe
2009-04-01,Kelsey,Quercus,20,"clear, cool, 5 GB herons, 1 osprey, 2 schools of 10 each",Smythe
2009-04-03,Adobe,Finley East,2,"clear, cool",Smythe
2009-04-03,Forbes,Main St,0,NA,Holden
2009-04-03,Kelsey,detentiion,0,"some dead hitch, a million fry",Murphy
2009-04-03,Kelsey,detention,0,"clear, cool; 2 dozen mallards",Smythe
2009-04-03,Kelsey,Quercus,5,"clear, cool",Smythe
2009-04-04,Seigler,Lake St,0,NA,Brandon
2009-04-05,Forbes,Main St,0,NA,Holden
2009-04-05,Seigler,Lake St,0,"water is clear and running, no real deterrents",Barnes/Rett
2009-04-06,Adobe,Finley East,0,"clear, cool",Smythe
2009-04-06,Kelsey,detention,0,"clear, cool; dozen mallards",Smythe
2009-04-06,Kelsey,Quercus,0,"clear, cool; 6 mallards, 1 osprey",Smythe
2009-04-07,Forbes,Main St,0,NA,Holden
2009-04-07,Seigler,Lake St,0,"water still flowing, overcast",Barnes/Rett
2009-04-10,Seigler,Lake St,0,"lower water level even after rain, cold & cloudy",Barnes/Rett
2009-04-10,Seigler,Perini,0,no minnows either,Voegtly
2009-04-12,Seigler,Lake St,0,water getting low,Barnes/Rett
2009-04-15,Seigler,Lake St,0,water lower and not flowing much,Barnes/Rett
2009-04-22,Adobe,Manning bridge,50,"water very low, many birds, may not be hitch",Manning
2009-04-22,Seigler,Perini,0,"at least 4 unidentified 3-4 fish and 30-40 1-1.5       minnows",Voegtly
2009-04-28,Seigler,Lake St,0,clear & cold; couple of mallards and a school of minnows,Barnes/Rett
2009-05-07,Clover,Elk Mt Rd,0,swallows under bridge,Windrem
2009-05-07,Middle,Hwy 20,0,"1 heron, 2 mergansers",Windrem
2009-05-07,Middle,Rancheria Rd,0,NA,Windrem
2009-05-08,Adobe,Manning bridge,100,NA,Manning
2009-05-09,Adobe,Finley East,0,NA,Windrem
2009-05-09,Adobe,Manning bridge,200,NA,Windrem
2009-05-09,Adobe,SBR,20,skittish in spotlight,Windrem
2009-05-09,Kelsey,SBR,0,NA,Windrem
2009-05-09,Middle,Hwy 20,0,NA,Windrem
2009-05-11,Adobe,SBR,8,milling about in small school,Windrem
