date,creek,location,fish,comments,observer
2013-04-10,Clover Bypass,Elk Mtn Rd,0,no predators seen,Franson
2013-04-10,Cole,Clark Dr,0,breaks in fish passage,Franson
2013-04-10,Kelsey,SBR,0,passerines heard,Franson
2013-04-10,Scotts,Tulelake,0,passerines heard,Franson
2013-04-09,Adobe,Bell Hill,0,NA,Devoto
2013-04-06,Adobe,Bell Hill,0,NA,Devoto
2013-04-06,Adobe,Bell Hill,0,no predators seen,Franson
2013-04-06,Clover Bypass,Elk Mtn Rd,0,"again,slightly lower water",Franson
2013-04-06,innamed,Eickhoff Rd,0,"no eggs, larvae seen",Franson
2013-04-06,Kelsey,SBR,0,1 pr mergansers seen,Franson
2013-04-06,Scotts,Tulelake,0,"unidentified juvenile fish seen, ~1-2 cm",Franson
2013-04-06,Scotts,Blue Lakes,0,"no eggs, larvae seen",Franson
2013-04-05,Adobe,Bell Hill,0,NA,Devoto
2013-04-05,Adobe,Merritt,0,NA,Devoto
2013-04-05,Schindler,4th St,0,creek does not look passable,Barnes/Rett
2013-04-05,Seigler,Jessie St,0,water fairly clear and appears passable,Barnes/Rett
2013-04-05,Seigler,Rebekah,0,water fairly clear and appears passable; blue heron,Barnes/Rett
2013-04-05,Seigler,sewer line,0,"water fairly clear and appears passable; significant 
              splash 100 below sewer line",Barnes/Rett
2013-04-04,Seigler,Perini,0,raining,Voegtly
2013-04-04,Seigler,Perini,0,NA,Voegtly
2013-04-03,Adobe,Bell Hill,0,no predators seen,Franson
2013-04-03,Clear Lake,mouth of Kelsey Creek,43,DFW electrofishing survey: one recapture,Ewing
2013-04-03,Clear Lake,mouth of Cole Creek,0,DFW electrofishing survey,Ewing
2013-04-03,Clover Bypass,Elk Mtn Rd,0,slightly lower water levels,Franson
2013-04-03,Cole,Clark Dr,0,narrow openings in rocks,Franson
2013-04-03,Cole,Clark Dr,0,water level down 1-2 cm,Franson
2013-04-03,Kelsey,Hellsbend,1,one very large dead female; flow visibly diminishing,Murphy
2013-04-03,Kelsey,SBR,0,2 g.b.heronsd seen,Franson
2013-04-03,Middle,Hwy 20,0,~200'S of bridge,Franson
2013-04-03,Scotts,Tulelake,0,water being pumped out of Tulelake,Franson
2013-04-03,Seigler,Perini,0,"no aquatic life of any kind, low flow for April",Desmond
2013-04-02,Adobe,Bell Hill,0,no hitvh either above or below culverts,Devoto
2013-04-02,Kelsey,Hellsbend,35,in two schools,Murphy
2013-04-02,Kelsey,Hellsbend,1,dead,Murphy
2013-04-02,Lyons,Lakeshore,0,"water very murky Y totally impassable over concrete 
              ledge",Barnes/Rett
2013-04-02,Morrison,Hwy 20,0,"no flow, just puddles",Barnes/Rett
2013-04-01,Adobe,Bell Hill,0,no fish above or below crossing,Devoto
2013-04-01,Adobe,Finley East,0,NA,Murphy
2013-04-01,Kelsey,SBR,0,NA,Murphy
2013-04-01,Kelsey,Hellsbend,70,in two schools,Murphy
2013-04-01,Kelsey,detention,0,no fish either above or below dam,Murphy
2013-04-01,Seigler,Rebekah Lodge,6,"4 8 fish and two smaller in a 1-2 ft deep pool. Water 
              murkey",Barnes/Rett
2013-03-31,Adobe,Bell Hill,0,no predators seen,Franson
2013-03-31,Clover Bypass,Elk Mtn Rd,0,slightly lower water levels,Franson
2013-03-31,Cole,Clark Dr,0,"slight opening created, no algae",Franson
2013-03-31,Cole,SBR,0,"water still, dark",Franson
2013-03-31,Kelsey,detention,3-400,"several small schools, appear to be mostly large females 
              and some look a little beat-up, not surprising since the water is 
              low.",Murphy
2013-03-31,Kelsey,SBR,1 dead,"1, dead, upstream",Franson
2013-03-31,Scotts,Tulelake,0,water being pumpedSF,NA
2013-03-30,Adobe,NA,3,NA,Britton
2013-03-29,Seigler,Jessie St,0,water barely running,Barnes/Rett
2013-03-29,Seigler,sewer line crossing,0,water barely running,Barnes/Rett
2013-03-29,Seigler,Rebekah Lodge,0,water barely running,Barnes/Rett
2013-03-28,Seigler,Perini,0,2 mallard ducks,Voegtly
2013-03-27,Adobe,Bell Hill,0,no predators seen,Franson
2013-03-27,Clover Bypass,Elk Mtn Rd,0,water levels higher ~2-3 cm,Franson
2013-03-27,Cole,Clark Dr.,0,algae,Franson
2013-03-27,Cole,SBR,0,"water still, algal growth",Franson
2013-03-27,Kelsey,NA,1,dead,Franson
2013-03-27,Kelsey,SBR,1 dead,"1dead fish,hitch",Franson
2013-03-27,Scotts,Tulelake,0,water being pumped out of Tulelake,Franson
2013-03-26,Clear Lake,mouth of Kelsey Creek,3,DFW electrofishing survey,Ewing
2013-03-26,Clear Lake,mouth of Cole Creek,3,DFW electrofishing survey,Ewing
2013-03-25,Schindler,Hwy 20,0,water low and in many places not passable,Barnes/Rett
2013-03-25,Schindler,4th St,0,water low and in many places not passable,Barnes/Rett
2013-03-25,Seigler,Perini,0,NA,Voegtly
2013-03-25,Seigler,Perini,0,"water clear, flow volume low",Desmond
2013-03-24,Adobe,Bell Hill,0,no presdators seen,Franson
2013-03-24,Clover Bypass,Elk Mtn Rd,0,lower water levels,Franson
2013-03-24,Cole,Clark Dr.,0,algae on surface,Franson
2013-03-24,Cole,SBR,0,"water still, algal growth",Franson
2013-03-24,Kelsey,SBR,0,1 RTHA seen,Franson
2013-03-24,Scotts,Tulelake,0,water being pumped out of Tulelake,Franson
2013-03-23,Adobe,Bell Hill,0,both above & below culverts,Devoto
2013-03-23,Adobe,SBR,0,50 suckers and one heron,Windrem
2013-03-23,Kelsey,Detention,0,NA,Windrem
2013-03-23,Kelsey,SBR,0,3 herons sunning and resting,Windrem
2013-03-22,Adobe,Bell Hill,0,both above & below culverts,Devoto
2013-03-22,Adobe,SBR,0,50 suckers and one heron,Windrem
2013-03-22,Seigler,Jessie St,0,water too low,Barnes/Rett
2013-03-22,Seigler,sewer line crossing,0,water too low,Barnes/Rett
2013-03-22,Seigler,Rebekah Lodge,0,NA,Barnes/Rett
2013-03-20,Adobe,Bell Hill,0,no predators seen,Franson
2013-03-20,Clover Bypass,Elk Mtn.Rd.,0,warer slightly higher,Franson
2013-03-20,Cole,Clark Dr,0,water up slightly,Franson
2013-03-20,Cole,SBR,0,Water flowing slowly,Franson
2013-03-20,Kelsey,SBR,0,no predators seen,Franson
2013-03-20,Scotts,Tulelake,0,no predators seen,Franson
2013-03-19,Seigler,Perini,0,"water clear, flow down for this time of year",Desmond
2013-03-18,Clear Lake,mouth of Kelsey Creek,20,DFW electrofishing survey,Ewing
2013-03-18,Clear Lake,mouth of Cole Creek,10,DFW electrofishing survey,Ewing
2013-03-17,Adobe,Bell Hill,0,no predators seen,Franson
2013-03-17,Clover Bypass,Elk.Mtn.Rd,0,low water,Franson
2013-03-17,Cole,Clark Drive,0,low water,Franson
2013-03-17,Cole,SBR,0,water very still,Franson
2013-03-17,Kelsey,SBR,0,"R-T hawk,2 G.B.herons",Franson
2013-03-17,Scotts,Tulelake,0,no predators seen,Franson
2013-03-16,Adobe,Bell Hill,0,1 dead sucker above culverts,Devoto
2013-03-16,Middle,Hwy 20,0,No birds no fish,Windrem
2013-03-16,Scotts,Decker,0,No birds no fish,Windrem
2013-03-16,Scotts,Eickhoff,0,No birds no fish,Windrem
2013-03-16,Scotts,TwoKey,0,No birds no fish,Windrem
2013-03-16,Scotts,Blue Lake Outlet,0,No birds no fish,Windrem
2013-03-15,Cole,Clark Drive,0,low water,Franson
2013-03-15,Kelsey,SBR,0,passerines heard,Franson
2013-03-15,Seigler,Rebekah Lodge,0,1 dead sucker being eaten by vulture,Barnes/Rett
2013-03-14,Adobe,?,40,a few minnows,Jared Strate
2013-03-14,Kelsey,Main St,20,"baby fish, rushing water",Jared Strate
2013-03-14,Middle,?,0,many birds,Jared Strate
2013-03-14,Middle,Hwy 20,0,"3 suckers, 4 egrets",Franson
2013-03-14,Scotts,Tulelake,0,"merganseras, scaups, P.cormorants",NA
2013-03-14,Seigler,Perini,0,"water clear, no fish or other wildlife",Desmond
2013-03-13,Adobe,SBR,0,6 Sacramento suckers under willow patch,Smythe
2013-03-13,Adobe,Bell Hill,0,8suckers and one osprey,Windrem
2013-03-13,Adobe,Bell Hill,0,low water,Franson
2013-03-13,Clover Bypass,Elk Mtn Rd,0,low water,Franson
2013-03-13,Cole,Clark Dr.,0,low water,Franson
2013-03-13,Hill,Merritt,0,Just a trickle of water,Windrem
2013-03-13,Kelsey,below detention,0,many predators observed,Smythe
2013-03-13,Middle,1/4 mi downstream from Hwy 20,0,60 Sacramento suckers,Smythe
2013-03-13,Thompson,Highland Springs,0,Creek dry,Windrem
2013-03-12,Adobe,Bell Hill,o,6 Sacramento suckers below crossing,Devoto
2013-03-12,Adobe,Bell Hill,0,6 Sacramento suckers above low water crossing,Windrem
2013-03-12,Seigler,Jessie St,0,"water clear and running well; 1 fish seen briefly 
              but not confirmed as hitch",Barnes/Rett
2013-03-11,Adobe,SBR,0,1 dead Sacramento sucker,Ryan
2013-03-11,Adobe,SBR,0,"about 25 suckers in two schools: They are larger than 
              hitch and are very beautiful with their gold sides and a dark stripe 
              about 1/2"" wide running along their sides from the nose to 
              the tail. Seen from directly above, their tails display a light 
              orange-yellow color as they swish back and forth.",Windrem
2013-03-11,Adobe,Finley East,0,no birds,Pollett/Schreiber
2013-03-11,Adobe,SBR,0,"6-10 fish, probably Sacramento suckers.1 dead",Pollett/Schreiber
2013-03-11,Adobe,SBR,0,"20 Sacramento suckers, 1 heron",Windrem
2013-03-11,Clear Lake,mouth of Cole Creek,3,DFW electrofishing survey,Ewing
2013-03-11,Clear Lake,mouth of Kelsey Creek,0,DFW electrofishing survey,Ewing
2013-03-11,Clover Bypass,Elk Mt Rd,0,sucker struggling and resting every several ft,Franson
2013-03-11,Kelsey,SBR,0,no birds,Pollett/Schreiber
2013-03-11,Kelsey,Sac Perch Dr,0,no birds,Pollett/Schreiber
2013-03-11,Kelsey,SBR,0,NA,Windrem
2013-03-11,Manning,SBR,0,too shallow for fish,Pollett/Schreiber
2013-03-11,Seigler,Perini,0,NA,Voegtly
2013-03-10,Middle,Hwy 20,0,2 pr.mallards,Franson
2013-03-09,Adobe,SBR,0,NA,Franson
2013-03-09,Adobe,Bell Hill,0,dead fish-no id,Franson
2013-03-09,Cole,Clark Dr,0,NA,Franson
2013-03-09,Kelsey,SBR,0,NA,Franson
2013-03-05,Seigler,Perini,0,NA,Voegtly
2013-03-02,Adobe,Bell Hill,0,beautiful clear water but rather low,Devoto
2013-03-02,Manning,SBR,0,"water backed up from Clear Lake to a bit above the 
              bridge",Devoto
2013-03-02,Manning,Ackley,0,very low water,Devoto
2013-02-24,Seigler,Sewer pipe,0,NA,Windrem
2013-02-24,Seigler,Jessie St,0,NA,Windrem
2013-02-23,Adobe,Bell Hill,0,NA,Windrem
2013-02-23,Adobe,Highland Springs Dam,0,3 mergonsers,Windrem
2013-02-10,Adobe,SBR,0,NA,Franson
2013-02-10,Cole,CLSP,0,NA,Franson
2013-02-10,Kelsey,CLSP,0,NA,Franson
2013-02-09,Adobe,Finley Rd,0,NA,Windrem
2013-02-09,Adobe,Soda Bay Rd,0,NA,Windrem
2013-01-17,Adobe,Bell Hill,0,no predators seen,Franson
