creek,location,date,fish,observer,comments
Adobe,stone_rd,2006-02-02,200,Ishihara,"cloudy, no moon. ""Very active, not always grouped, some pairs and groups, scattered in light"""
Adobe,soda_bay_rd,2006-02-02,0,Ishihara,NA
Adobe,e_finley_rd,2006-02-02,1,Ishihara,NA
Adobe,manning_br,2006-02-03,0,Windrem,NA
Adobe,soda_bay_rd,2006-02-05,500,Windrem,NA
Adobe,e_finley_rd,2006-02-05,0,Windrem,NA
Adobe,e_finley_rd,2006-02-06,0,Smythe,"clear, cold, water clarity 3'"
Adobe,soda_bay_rd,2006-02-07,500,Windrem,clear
Adobe,argonaut_rd,2006-02-07,0,Geary,NA
Adobe,e_finley_rd,2006-02-08,0,Windrem,NA
Adobe,soda_bay_rd,2006-02-08,100,Windrem,clear
Adobe,e_finley_rd,2006-02-08,0,Smythe,"clear, cold, water clarity 3'"
Adobe,e_finley_rd,2006-02-10,0,Windrem,NA
Adobe,e_finley_rd,2006-02-10,0,Smythe,"clear, cold, water clarity 3'"
Adobe,soda_bay_rd,2006-02-11,0,Moura,NA
Adobe,e_finley_rd,2006-02-11,20,Windrem,"""fish were hidden against bank"""
Adobe,soda_bay_rd,2006-02-11,90,Ishihara,lake side of bridge
Adobe,14c-2,2006-02-11,0,Ambrose,lighting poor; good water visibility
Adobe,NA,2006-02-12,0,Ishihara,NA
Adobe,thomas_rd,2006-02-13,100,Snider,"""delighted to see 100+ hitch moving up the clear, nicely flowing stream!"""
Adobe,soda_bay_rd,2006-02-13,500,Windrem,NA
Adobe,e_finley_rd,2006-02-13,200,Windrem,NA
Adobe,hwy_29,2006-02-13,50,Windrem,NA
Adobe,argonaut_rd,2006-02-13,25,Ickes,"""clear day but no sun on creek, clear water"""
Adobe,e_finley_rd,2006-02-13,0,Smythe,"clear, cold, water clarity 3'"
Adobe,argonaut_rd,2006-02-14,300,Snider,NA
Adobe,thomas_rd,2006-02-14,1000,Snider,in 1/4 mile stretch upstream from bridge
Adobe,soda_bay_rd,2006-02-14,750,Snider,"""large hawk was eyeing the fish in small tree very near the water"""
Adobe,merrit_rd,2006-02-14,0,Snider,NA
Adobe,argonaut_rd,2006-02-14,20,Geary,NA
Adobe,soda_bay_rd,2006-02-14,1000,Smythe,"clear, moderate, water clarity 3'"
Adobe,stone_rd,2006-02-15,500,Snider,NA
Adobe,thomas_rd,2006-02-15,250,Snider,NA
Adobe,argonaut_rd,2006-02-15,150,Snider,NA
Adobe,soda_bay_rd,2006-02-15,90,Moura,NA
Adobe,argonaut_rd,2006-02-16,0,Snider,NA
Adobe,thomas_rd,2006-02-16,150,Snider,"""didn't see any at first, but up from the bridge in a sheltered slow moving stretch of water i spotted 100-200 tightly packed together. the cold seems to have a large effect on the activity"""
Adobe,argonaut_rd,2006-02-16,0,Ickes,"""clear day but no sun on creek"""
Adobe,e_finley_rd,2006-02-16,0,Smythe,"clear, cold, water clarity 3'"
Adobe,soda_bay_rd,2006-02-17,500,Windrem,NA
Adobe,thomas_rd,2006-02-18,50,Snider,"""small tight pod; cold seems to have bunched them up & slowed them down"""
Adobe,argonaut_rd,2006-02-18,0,Snider,"""I know they are in there somewhere, just not moving like they did when it was warmer"""
Adobe,argonaut_rd,2006-02-18,0,Ickes,"""overcast, clear water"""
Adobe,soda_bay_rd,2006-02-19,200,Windrem,NA
Adobe,e_finley_rd,2006-02-19,200,Windrem,NA
Adobe,thomas_rd,2006-02-20,50,Snider,"""the cold has had a large effect"""
Adobe,argonaut_rd,2006-02-20,0,Snider,NA
Adobe,bell_hill_rd,2006-02-20,0,Devoto,"""very clear flowing water"""
Adobe,thomas_rd,2006-02-21,100,Snider,"""two groups about 1/4 milies apart. The fish seem to be stationary, the cold probably."""
Adobe,argonaut_rd,2006-02-21,0,Snider,NA
Adobe,argonaut_rd,2006-02-21,0,Ickes,"""clear day. Some sun on creek. clear water"""
Adobe,argonaut_rd,2006-02-21,0,Geary,NA
Adobe,e_finley_rd,2006-02-22,0,Smythe,"clear, cold, water clarity 3'"
Adobe,thomas_rd,2006-02-23,75,Snider,"""no spawning activity seen, the fish stay in tight pods"""
Adobe,argonaut_rd,2006-02-23,0,Snider,NA
Adobe,soda_bay_rd,2006-02-24,50,Windrem,NA
Adobe,thomas_rd,2006-02-25,87.5,Snider,"""under bridge; seems like the same group is just sitting there, not moving up. Walked 1/4 mile up stream but didn't see any more. Two great blue herons standing in the creek downstream from the bridge"""
Adobe,argonaut_rd,2006-02-25,0,Snider,NA
Adobe,bell_hill_rd,2006-02-25,0,Devoto,NA
Adobe,merrit_rd,2006-02-25,0,Devoto,"""one heron flew down stream and then a moment later 4 flew in formatiion heading for the lake"""
Adobe,bell_hill_rd,2006-02-26,0,Devoto,NA
Adobe,merrit_rd,2006-02-26,0,Devoto,NA
Adobe,e_finley_rd,2006-02-27,0,Smythe,"raining, water clarity 0, high flow"
Adobe,NA,2006-02-28,0,Snider,"no observation possible, streams high & turbulent"
Adobe,thomas_rd,2006-03-12,0,Snider,"""water too high & cloudy for observation"""
Adobe,NA,2006-03-13,0,Devoto,"""murky, fast flow"""
Adobe,soda_bay_rd,2006-03-19,0,Windrem,can't see into water
Adobe,thomas_rd,2006-03-22,5,Snider,"""saw fish but couldn't count because of visibility. the fish I saw were swimming rapidly near the surface, occasionally coming completely out of the water! seems like something is going on in there! my guess would be spawning. if the visibility were better I'm sure it would be quite a sight."""
Adobe,argonaut_rd,2006-03-22,0,Snider,NA
Adobe,e_finley_rd,2006-03-22,0,Smythe,"cloudy, cold, water clarity 6"". ""Turbid from high flows, two dead hitch snagged in willows in center of channel at bridge"""
Adobe,e_finley_rd,2006-03-23,25,Smythe,"""observed several dozen (hard to tell with limited water visibility and distance) hitch displaying spawning behavior in Adobe Creek about 100 feet upstream of the Finley East Bridge.  I also observed a couple herons ""cruising"" the creek, apparently looking for breakfast. "" Subsequent comment: these fish could have been carp."
Adobe,thomas_rd,2006-03-23,500,Snider,"""maybe many more but the water is a bit to cloudy to see well. fish are flipping around, sometimes coming out of the water. many are very small, perhaps 4""-5"". a few are as big as i have seen, 12"" or so. a real mix of sizes."""
Adobe,argonaut_rd,2006-03-23,0,Snider,NA
Adobe,e_finley_rd,2006-03-23,25,Smythe,"hazy, cool, water clarity 1'. ""observed several dozen (hard to tell with limited water visibility and distance) hitch displaying spawning behavior about 100 feet upstream of the Finley East Bridge.  I also observed a couple herons ""cruising"" the creek, apparently looking for breakfast. "" Subsequent comment: these fish could have been carp."
Adobe,e_finley_rd,2006-03-24,0,Smythe,"light rain, cool, water clarity 1', 1 heron in creek"
Adobe,e_finley_rd,2006-03-25,0,Windrem,high water; murky
Adobe,bell_hill_rd,2006-03-27,500,Devoto,"""I saw hundreds, if not thousands of chi both above and below the low water crossing of Adobe Creek by Bell Hill Road.  The water is quite swift and not all that clear and they were bunched around and next to the island upstream and to the sides of the discharge culverts downstream.  I watch them jumping to try to get into the water above the spill off out of the culvert.  Those that made the jump into the inside of the culvert were able to swim upstream to join their comradess.  Many failed to complete the jump.  They can actually jump quite high out of the water.  It is clear that the region justdownstream of the culvert needs to be raised to allow continuous swim upstram without having to jump over the small waterfall coming out of the culvert. """
Adobe,e_finley_rd,2006-03-27,NA,Smythe,"clear, cool. ""Appear to be spawning activity 100' upstream, hitch or carp?"""
Adobe,e_finley_rd,2006-03-30,0,Smythe,"cloudy, cool, visibility 1'"
Adobe,bell_hill_rd,2006-04-05,2,Snider,"""saw 2 chi jump out of water in attempt to get into a culvert to proceed upstream"""
Adobe,bell_hill_rd,2006-04-05,1000,Devoto,"""There are still thousands of hitch in Adobe Creek below the Bell Hill Crossing.  The water is quite murky and I have not seen any upstream of the crossing.  They could be there or they might have continued upstream or they might have been washed back downstream by the high flows.  But below the crossing they are throwing themselves against the concrete or into the outflow from the two main culverts, to no avail.  The flow is so strong through the two main culverts that even if they manage to jump over the water fall at the exit, they are washed back downstream.  The crossing and the culverts were clearly not designed for the benefit of migrating hitch.  The angle of the culvert to the horizontal should be less and there should be no drop off at the outlet of the culvert.  As it is at present, the very high velocity exiting the culvert, even at much lower flows, digs out a deep cavity in the stream bottom downstream of the culvert, thus causing a ""waterfall"" at the exit."""
Adobe,e_finley_rd,2006-04-06,0,Smythe,"sunny, cool, visibility 6"""
Adobe,bell_hill_rd,2006-04-07,100,Geary,NA
Adobe,bell_hill_rd,2006-04-07,1000,Ishihara,leaping out of water
Adobe,bell_hill_rd,2006-04-07,0,Ishihara,NA
Adobe,merrit_rd,2006-04-09,100,Windrem,"""hitch in creek: hard to count, can see fine"""
Adobe,argonaut_rd,2006-04-10,0,Ishihara,NA
Adobe,e_finley_rd,2006-04-10,0,Ishihara,NA
Adobe,e_finley_rd,2006-04-11,0,Smythe,"cloudy, cool, visibility 1'; flow still high"
Adobe,bell_hill_rd,2006-04-13,6,Ishihara,NA
Adobe,bell_hill_rd,2006-04-13,0,Ishihara,NA
Adobe,e_finley_rd,2006-04-14,0,Smythe,"partly cloudy, cool, visibility <6"", flow still high"
Adobe,bell_hill_rd,2006-04-15,200,Ishihara,leaping into culvert
Adobe,highland_springs_dam,2006-04-15,200,Ishihara,spawning
Adobe,soda_bay_rd,2006-04-16,0,Windrem,murky
Adobe,e_finley_rd,2006-04-18,0,Smythe,"clear, cold, visibility 6"", flow still high"
Adobe,bell_hill_rd,2006-04-18,100,Geary,sunny day
Adobe,e_finley_rd,2006-04-19,0,Smythe,"clear, cool, visibility 6"", flow still high"
Adobe,e_finley_rd,2006-04-21,0,Smythe,"clear, cool, visibility 1', flow still high"
Adobe,soda_bay_rd,2006-04-21,200,Windrem,NA
Adobe,bell_hill_rd,2006-04-21,100,Windrem,spawning above crossing
Adobe,e_finley_rd,2006-04-22,5,Windrem,NA
Adobe,thomas_rd,2006-04-23,500,Snider,NA
Adobe,e_finley_rd,2006-04-24,0,Smythe,"cloudy, cool, visibility 2', flow still high"
Adobe,bell_hill_rd,2006-04-24,0,Devoto,"""apparently they satisfied their procreatin needs and went back home to Clear Lake"
Adobe,e_finley_rd,2006-04-26,0,Smythe,"clear, cool, visibility 2+'"
Adobe,soda_bay_rd,2006-04-26,300,Windrem,long line
Adobe,thomas_rd,2006-04-27,200,Snider,"""water seemed deep & sluggish, as if it were dammed down stream""in the deeper slower pools, not much activity"""
Adobe,e_finley_rd,2006-04-27,250,Culbertson,water temp 64; Many many birds; we saw a pair of hawks
Adobe,soda_bay_rd,2006-04-27,500,Windrem,clear
Adobe,soda_bay_rd,2006-04-30,200,Windrem,NA
Adobe,e_finley_rd,2006-04-30,0,Windrem,NA
Adobe,bell_hill_rd,2006-04-30,0,Windrem,some fry
Adobe,soda_bay_rd,2006-05-03,500,Windrem,NA
Adobe,soda_bay_rd,2006-05-04,300,Windrem,NA
Adobe,thomas_rd,2006-05-05,0,Snider,NA
Adobe,argonaut_rd,2006-05-05,0,Snider,NA
Adobe,soda_bay_rd,2006-05-06,100,Brandon,annual field trip; closely clustered school of chi in deep pool below bridge (not moving); small groups under heavy bankside vegetation upstream
Adobe,thomas_rd,2006-05-07,0,Snider,NA
Adobe,bell_hill_rd,2006-05-07,0,Snider,NA
Adobe,thomas_rd,2006-05-19,0,Snider,"close examination of about 1/4 mile, water very clear"
Adobe,e_finley_rd,2007-02-18,0,Petterson,NA
Adobe,big_valley_rd,2007-02-18,0,Petterson,NA
Adobe,soda_bay_rd,2007-02-25,0,Juntunen,"strong current, level too high"
Adobe,soda_bay_rd,2007-03-04,0,Windrem,"too murky to see below 12"""
Adobe,bell_hill_rd,2007-03-06,0,Geary,NA
Adobe,e_finley_rd,2007-03-07,0,Smythe,one heron and 2 mergansers
Adobe,soda_bay_rd,2007-03-07,0,Windrem,NA
Adobe,bell_hill_rd,2007-03-07,0,Lynch,"raining, moderate flow"
Adobe,bell_hill_rd,2007-03-11,0,Matzinger,NA
Adobe,bell_hill_rd,2007-03-12,0,Geary,water low
Adobe,stone_rd,2007-03-13,100,Manning,NA
Adobe,merrit_rd,2007-03-13,0,Devoto,NA
Adobe,e_finley_rd,2007-03-13,15,Smythe,NA
Adobe,merrit_rd,2007-03-13,0,devoto,NA
Adobe,soda_bay_rd,2007-03-13,100,Windrem,NA
Adobe,bell_hill_rd,2007-03-13,0,Mottlow,NA
Adobe,soda_bay_rd,2007-03-13,2000,Mottlow,NA
Adobe,bell_hill_rd,2007-03-13,0,Matzinger,NA
Adobe,soda_bay_rd,2007-03-14,2000,Lynch,"""thousands"""
Adobe,e_finley_rd,2007-03-14,100,Smythe,NA
Adobe,soda_bay_rd,2007-03-14,1000,Windrem,NA
Adobe,soda_bay_rd,2007-03-14,1000,Windrem,NA
Adobe,highland_springs_dam,2007-03-14,100,Petterson,spawning?
Adobe,big_valley_rd,2007-03-15,400,Moura,NA
Adobe,e_finley_rd,2007-03-15,100,Moura,NA
Adobe,merrit_rd,2007-03-16,175,Moorhead,NA
Adobe,merrit_rd,2007-03-16,175,Moorhead,NA
Adobe,bell_hill_rd,2007-03-17,30,Devoto,barely able to pass through culvert
Adobe,bell_hill_rd,2007-03-17,30,devoto,barely able to pass through culvert
Adobe,merrit_rd,2007-03-17,175,Moorhead,NA
Adobe,merrit_rd,2007-03-17,125,Moorhead,NA
Adobe,merrit_rd,2007-03-18,90,Moorhead,NA
Adobe,merrit_rd,2007-03-18,50,Moorhead,NA
Adobe,bell_hill_rd,2007-03-19,0,Mottlow,low water
Adobe,merrit_rd,2007-03-19,0,Moorhead,NA
Adobe,merrit_rd,2007-03-19,35,Moorhead,big hole only
Adobe,bell_hill_rd,2007-03-20,0,devoto,walked upstream but no sight of fish
Adobe,merrit_rd,2007-03-20,0,Moorhead,NA
Adobe,merrit_rd,2007-03-20,0,Moorhead,NA
Adobe,soda_bay_rd,2007-03-21,1500,Windrem,"migrating upstream: 1 white heron, 1 green heron, 2 mergansers"
Adobe,soda_bay_rd,2007-03-21,1000,Windrem,"migrating upstream: 1 white heron, 1 green heron, 2 mergansers"
Adobe,merrit_rd,2007-03-21,0,Moorhead,NA
Adobe,merrit_rd,2007-03-21,0,Moorhead,NA
Adobe,soda_bay_rd,2007-03-21,150,Geary,warm sunny day
Adobe,e_finley_rd,2007-03-22,0,Windrem,NA
Adobe,soda_bay_rd,2007-03-22,0,Windrem,NA
Adobe,merrit_rd,2007-03-22,0,Moorhead,NA
Adobe,merrit_rd,2007-03-22,0,Moorhead,NA
Adobe,soda_bay_rd,2007-03-23,0,Windrem,10 mergansers & 8 black crowned herons
Adobe,merrit_rd,2007-03-23,0,Moorhead,NA
Adobe,merrit_rd,2007-03-23,0,Moorhead,NA
Adobe,bell_hill_rd,2007-03-24,0,Windrem,low water
Adobe,big_valley_rd,2007-03-24,0,Windrem,NA
Adobe,e_finley_rd,2007-03-24,6,Windrem,7 mergansers
Adobe,soda_bay_rd,2007-03-24,200,Windrem,"1 merganser, 1 egret, 1 black-crowned herons"
Adobe,soda_bay_rd,2007-03-24,200,Windrem,1 egret
Adobe,merrit_rd,2007-03-24,0,Moorhead,NA
Adobe,merrit_rd,2007-03-24,0,Moorhead,NA
Adobe,merrit_rd,2007-03-25,0,Moorhead,NA
Adobe,merrit_rd,2007-03-25,0,Moorhead,NA
Adobe,soda_bay_rd,2007-03-27,0,Moura,NA
Adobe,big_valley_rd,2007-03-30,0,Moura,NA
Adobe,e_finley_rd,2007-03-30,0,Moura,NA
Adobe,manning_br,2007-04-03,250,Ishihara,NA
Adobe,soda_bay_rd,2007-04-04,0,Moura,NA
Adobe,bell_hill_rd,2008-02-05,0,Geary/Lynch,Mudhen in creek
Adobe,soda_bay_rd,2008-02-12,0,Windrem,NA
Adobe,soda_bay_rd,2008-02-13,0,Windrem,NA
Adobe,soda_bay_rd,2008-02-15,15,Ryan,NA
Adobe,soda_bay_rd,2008-02-15,0,Windrem,"12 Sac suckers, one heron"
Adobe,soda_bay_rd,2008-02-16,0,Windrem,6+ Sac suckers
Adobe,e_finley_rd,2008-02-16,0,Windrem,2 mergansers
Adobe,soda_bay_rd,2008-02-17,0,Windrem,no suckers
Adobe,e_finley_rd,2008-02-20,0,Smythe,light rain
Adobe,e_finley_rd,2008-02-22,0,Smythe,"mostly cloudy, cool"
Adobe,soda_bay_rd,2008-02-23,0,Windrem,NA
Adobe,soda_bay_rd,2008-02-25,0,Geary/Lynch/Combs/Mottlow,Refrigerator in creek
Adobe,bell_hill_rd,2008-02-25,0,Geary/Lynch/Combs/Mottlow,Murky and fast moving
Adobe,e_finley_rd,2008-02-27,0,Windrem,NA
Adobe,soda_bay_rd,2008-02-28,0,Windrem,NA
Adobe,soda_bay_rd,2008-02-29,27.5,Combs,also dead hitch on bank: possible raccoon predation
Adobe,soda_bay_rd,2008-02-29,0,Windrem,NA
Adobe,soda_bay_rd,2008-02-29,1,Geary/Lynch,Fish was found in shallow part of creek nearly dead.
Adobe,soda_bay_rd,2008-03-02,0,Windrem,NA
Adobe,soda_bay_rd,2008-03-03,0,Windrem,NA
Adobe,soda_bay_rd,2008-03-03,0,Geary/Mottlow,Murky in deep spots. Hawk eating something on bank and green heron on bank too.
Adobe,bell_hill_rd,2008-03-03,0,Geary/Mottlow,Low Water
Adobe,stone_rd,2008-03-03,0,Geary/Mottlow,NA
Adobe,argonaut_rd,2008-03-03,0,Geary/Mottlow,NA
Adobe,e_finley_rd,2008-03-04,0,Smythe,"clear, cold"
Adobe,e_finley_rd,2008-03-04,0,Windrem,no ducks
Adobe,soda_bay_rd,2008-03-04,0,Windrem,NA
Adobe,soda_bay_rd,2008-03-04,NA,Geary/Lynch,Saw 2 dead and a school of about 30 sucker fish spawning
Adobe,bell_hill_rd,2008-03-04,NA,Geary/Lynch,Saw about 7 or 8 suckers
Adobe,hwy_29,2008-03-04,0,Moura,NA
Adobe,big_valley_rd,2008-03-04,0,Moura,NA
Adobe,e_finley_rd,2008-03-04,0,Moura,NA
Adobe,e_finley_rd,2008-03-05,0,Smythe,"clear, cold"
Adobe,soda_bay_rd,2008-03-05,0,Windrem,NA
Adobe,e_finley_rd,2008-03-06,0,Windrem,1 blue heron
Adobe,soda_bay_rd,2008-03-06,NA,Windrem,"5+ unidentified fish, maybe suckers. 3 mergansers, 1 black-crowned heron, 1 gray squirrel"
Adobe,e_finley_rd,2008-03-07,0,Smythe,"clear, cold"
Adobe,hwy_29,2008-03-09,0,Moura,NA
Adobe,big_valley_rd,2008-03-09,0,Moura,NA
Adobe,soda_bay_rd,2008-03-09,0,Moura,NA
Adobe,e_finley_rd,2008-03-09,0,Moura,NA
Adobe,e_finley_rd,2008-03-10,150,Smythe,"clear, cool; actively moving upstream"
Adobe,manning_br,2008-03-10,100,Manning,after dark
Adobe,soda_bay_rd,2008-03-11,300,Windrem,NA
Adobe,e_finley_rd,2008-03-11,30,Smythe,"clear, cool. Merganser in creek"
Adobe,e_finley_rd,2008-03-12,10,Smythe,"partly cloudy, cool. 10 fish at bridge, large school upstream (unable to determine number)"
Adobe,e_finley_rd,2008-03-12,NA,Windrem,fish upstream bu can't tell what or how many
Adobe,e_finley_rd,2008-03-13,100,Smythe,"mostly cloudy, cool. Additional fish upstream"
Adobe,soda_bay_rd,2008-03-13,300,Kolb,NA
Adobe,e_finley_rd,2008-03-14,300,Smythe,"mostly cloudy, cool"
Adobe,soda_bay_rd,2008-03-14,300,Geary/Lynch,2 dead and a sheen on top of the water
Adobe,e_finley_rd,2008-03-15,30,Eutenier,NA
Adobe,merrit_rd,2008-03-15,200,Windrem,with Al Moorhead
Adobe,bell_hill_rd,2008-03-15,100,Windrem,NA
Adobe,bell_hill_rd,2008-03-15,200,Windrem,field trip
Adobe,bell_hill_rd,2008-03-15,2,Kolb,upstream from bridge
Adobe,e_finley_rd,2008-03-16,60,Moura,NA
Adobe,big_valley_rd,2008-03-16,150,Moura,NA
Adobe,hwy_29,2008-03-16,20,Moura,NA
Adobe,soda_bay_rd,2008-03-17,200,Windrem,2 mergansers
Adobe,highland_springs_dam,2008-03-17,500,Windrem,NA
Adobe,e_finley_rd,2008-03-18,100,Smythe,"mostly cloudy, cool"
Adobe,bell_hill_rd,2008-03-18,200,Devoto,NA
Adobe,soda_bay_rd,2008-03-18,400,Windrem,NA
Adobe,soda_bay_rd,2008-03-18,200,Moura,NA
Adobe,soda_bay_rd,2008-03-18,300,Geary,NA
Adobe,e_finley_rd,2008-03-19,100,Smythe,"mostly cloudy, cool"
Adobe,bell_hill_rd,2008-03-20,0,Logsdon,"sunny, breezy"
Adobe,bell_hill_rd,2008-03-20,30,Kolb,upstream from bridge
Adobe,e_finley_rd,2008-03-21,100,Smythe,"mostly cloudy, cool"
Adobe,soda_bay_rd,2008-03-21,250,Barnes/Rett,"creek full of hitch, mostly hanging out in the shady areas"
Adobe,bell_hill_rd,2008-03-23,0,Devoto,none either above or below low water crossing
Adobe,e_finley_rd,2008-03-23,600,Devoto,both above and below bridge
Adobe,e_finley_rd,2008-03-24,100,Smythe,"clear, cool"
Adobe,soda_bay_rd,2008-03-26,500,Windrem,large school
Adobe,e_finley_rd,2008-03-26,100,Smythe,"mostly cloudy, cool"
Adobe,argonaut_rd,2008-03-27,60,Moura,NA
Adobe,soda_bay_rd,2008-03-27,200,Moura,NA
Adobe,bell_hill_rd,2008-03-27,50,Devoto,"""schooling without much purposel Finally all but 10headed downstream through culvert. 10 still were trapped upstream. Cleched below crossing and all had vanished, probably heading back to lake."""
