date,creek,location,fish,comments,observer
2007-03-23,Adobe,Merritt,0,NA,Moorhead
2007-03-24,Adobe,Bell Hill,0,low water,Windrem
2007-03-24,Adobe,Big Valley Rd,0,NA,Windrem
2007-03-24,Adobe,Finley East,6,7 mergansers,Windrem
2007-03-24,Adobe,Soda Bay Rd,200,"1 merganser, 1 egret, 1 black-crowned herons",Windrem
2007-03-24,Adobe,Soda Bay Rd,200,1 egret,Windrem
2007-03-24,Adobe,Merritt,0,NA,Moorhead
2007-03-24,Adobe,Merritt,0,NA,Moorhead
2007-03-25,Adobe,Merritt,0,NA,Moorhead
2007-03-25,Adobe,Merritt,0,NA,Moorhead
2007-03-27,Adobe,Soda Bay Rd,0,NA,Moura
2007-03-30,Adobe,Big Valley Rd,0,NA,Moura
2007-03-30,Adobe,Finley East,0,NA,Moura
2007-04-03,Adobe,Manning Br,250,NA,Ishihara
2007-04-04,Adobe,Soda Bay Rd,0,NA,Moura
2007-03-17,Burns Valley,Burns Valley Rd,0,creek is dry,Juntunen
2007-03-05,Clover,2nd St,0,warm day,Geary
2007-03-05,Clover,Elk Mt Rd,0,NA,Geary
2007-03-06,Clover,2nd St,0,NA,Geary
2007-03-07,Clover,2nd St,0,"overcast, slightly misty: picture",Lynch
2007-03-07,Clover,Elk Mt Rd,0,moderate flow; picture,Lynch
2007-03-09,Clover,2nd St,0,"slow flow, overcast",Lynch
2007-03-09,Clover,Elk Mt Rd,0,overcast,Lynch
2007-03-12,Clover,2nd St,0,very slow flow,Geary
2007-03-13,Clover,Elk Mt Rd,0,water low,Mottlow
2007-03-18,Clover,jnct w/Middle,many dead,debris obstr.,Kolb neighbr
2007-03-19,Clover,2nd St,0,"slow flow, low water",Mottlow
2007-03-19,Clover,Elk Mt Rd,0,low water,Mottlow
2007-05-01,Clover,jnct w/Middle,dead frye,eatenbybirds,Kolb neighbr
2007-02-17,Cole,Green Acres,0,NA,Petterson
2007-02-18,Cole,Soda Bay Rd,0,NA,Petterson
2007-03-04,Cole,Clark Dr,0,NA,Windrem
2007-03-04,Cole,Clark Dr,0,NA,Matzinger
2007-03-07,Cole,Clark Dr,0,NA,Windrem
2007-03-11,Cole,Clark Dr,0,NA,Windrem
2007-03-13,Cole,Clark Dr,0,NA,Matzinger
2007-03-14,Cole,Clark Dr,0,NA,Windrem
2007-03-15,Cole,Maes Br,0,NA,Ishihara
2007-03-15,Cole,Green Acres,0,NA,Ishihara
2007-03-15,Cole,Soda Bay Rd,0,NA,Ishihara
2007-03-17,Cole,Soda Bay Rd,0,NA,Ishihara
2007-03-17,Cole,Maes Br,0,NA,Ishihara
2007-03-17,Cole,Clark Dr,1,NA,Ishihara
2007-03-19,Cole,Clark Dr,1,NA,Matzinger
2007-03-20,Cole,Clark Dr,11,NA,Matzinger
2007-03-21,Cole,Clark Dr,0,NA,Windrem
2007-03-22,Cole,Clark Dr,0,NA,Matzinger
2007-03-24,Cole,Soda Bay Rd,0,NA,Windrem
2007-03-24,Cole,Clark Dr,0,NA,Windrem
2007-03-24,Cole,Clark Dr,0,NA,Ishihara
2007-03-30,Cole,Soda Bay Rd,0,NA,Moura
2007-03-30,Cole,CLSP,0,NA,Moura
2007-04-04,Cole,Clark Dr,0,NA,Ishihara
2007-03-25,Copsey,Bonham Rd,0,no water,Moura
2007-03-25,Copsey,Copsey Cr Way,0,NA,Moura
2007-03-25,Copsey,Morgan Valley Rd,0,NA,Moura
2007-04-05,Copsey,Morgan Valley Rd,0,NA,Moura
2007-04-14,Copsey,Copsey Cr Way,0,NA,Moura
2007-04-14,Copsey,Morgan Valley Rd,0,NA,Moura
2007-03-05,Forbes,Main St,0,creek running & clear but lots of debris & trash,Barnes
2007-03-07,Forbes,Main St,0,NA,Windrem
2007-03-21,Forbes,mobile home park,0,downstream from Main St gas station: water probably too low for chi,Stewart
2007-02-22,Hendricks,NA,2,NA,Dills
2007-03-05,Hendricks,Hendricks Rd,0,NA,Geary
2007-03-09,Hendricks,Hendricks Rd,0,new Gray Bailley Bridge,Lynch
2007-03-09,Hendricks,Scotts Vly Rd,0,slow flow,Lynch
2007-03-14,Highland Sp,below dam,100,NA,Petterson
2007-03-15,Highland Sp,below dam,100,NA,Petterson
2007-03-13,Hill,Merritt,0,NA,Devoto
2007-03-13,Hill,Merritt,0,NA,Devoto
2007-03-17,Hill,Holdenried,0,lots of algae,Devoto
2007-03-17,Hill,Merritt,0,NA,Devoto
2007-03-17,Hill,Holdenried,0,lots of algae,devoto
2007-03-17,Hill,Merritt,0,NA,devoto
2007-03-20,Hill,Merritt,0,low water,devoto
2007-03-24,Hill,Merritt,0,"low water, algae",Windrem
2007-02-18,Kelsey,Soda Bay Rd,0,NA,Petterson
2007-02-25,Kelsey,Soda Bay Rd (upstream 1/4 mile),0,cold,Eutenier
2007-03-02,Kelsey,Soda Bay Rd (upstream 1/4 mile),0,NA,Eutenier
2007-03-03,Kelsey,Renfro Crossing,0,3 dozen mergansers,Moura
2007-03-03,Kelsey,Merritt Rd,0,NA,Moura
2007-03-04,Kelsey,Main St,0,NA,Windrem
2007-03-04,Kelsey,Merritt ,0,NA,Windrem
2007-03-04,Kelsey,Detention dam,0,NA,Windrem
2007-03-04,Kelsey,Soda Bay,0,NA,Windrem
2007-03-05,Kelsey,Soda Bay Rd (upstream 1/4 mile),0,NA,Eutenier
2007-03-06,Kelsey,Soda Bay,0,NA,Smythe
2007-03-07,Kelsey,Soda Bay,0,NA,Smythe
2007-03-07,Kelsey,Soda Bay,0,NA,Windrem
2007-03-09,Kelsey,Soda Bay Rd (upstream 1/4 mile),25,a neighbor's sighting,Eutenier
2007-03-12,Kelsey,Soda Bay,0,NA,Smythe
2007-03-12,Kelsey,Soda Bay Rd (upstream 1/4 mile),0,NA,Eutenier
2007-03-13,Kelsey,Soda Bay,200,NA,Windrem
2007-03-13,Kelsey,low water crossing,0,NA,Mottlow
2007-03-14,Kelsey,Soda Bay,150,NA,Smythe
2007-03-14,Kelsey,Detention,100,"4 mergansers, may have been fish upstream",Smythe
2007-03-14,Kelsey,Merritt Rd,0,NA,Smythe
2007-03-14,Kelsey,Soda Bay,500,NA,Windrem
2007-03-14,Kelsey,Main St,0,NA,Windrem
2007-03-14,Kelsey,Merritt,0,NA,Windrem
2007-03-14,Kelsey,Soda Bay,500,NA,Windrem
2007-03-15,Kelsey,NA,0,"temp 2' from shores, 60-65 by beach",Eutenier
2007-03-15,Kelsey,Soda Bay Rd,0,NA,Ishihara
2007-03-15,Kelsey,Renfro crossing,0,NA,Ishihara
2007-03-15,Kelsey,Soda Bay Rd,30,NA,Petterson
2007-03-15,Kelsey,Renfro Crossing,0,NA,Petterson
2007-03-15,Kelsey,Soda Bay Rd,30,NA,Moura
2007-03-16,Kelsey,Merritt Rd,0,NA,Petterson
2007-03-16,Kelsey,Renfro crossing,0,NA,Petterson
2007-03-17,Kelsey,Soda Bay Rd (upstream 1/4 mile),25,NA,Eutenier
2007-03-17,Kelsey,Soda Bay Rd,300,3 fish above old bridge,Ishihara
2007-03-17,Kelsey,Merritt Rd,0,NA,Ishihara
2007-03-18,Kelsey,above old bridge,30,NA,Eutenier
2007-03-18,Kelsey,Soda Bay Rd (upstream 1/4 mile),70,"milling upstream, 6'x2'  mass of roe",Eutenier
2007-03-18,Kelsey,behind Romiguiere vineyard,1000,moving towards lake,Ishihara
2007-03-18,Kelsey,below dam,50,in shallows,Ishihara
2007-03-19,Kelsey,above old bridge,70,NA,Eutenier
2007-03-20,Kelsey,above old bridge,0,"""clouds of eggs in a quiet curve of the creek where they had passed""",Eutenier
2007-03-20,Kelsey,Soda Bay Rd (upstream 1/4 mile),0,NA,Eutenier
2007-03-21,Kelsey,Main St,0,NA,Windrem
2007-03-21,Kelsey,Merritt,0,NA,Windrem
2007-03-21,Kelsey,Soda Bay,0,NA,Windrem
2007-03-22,Kelsey,Merritt,0,NA,Windrem
2007-03-22,Kelsey,Detention,0,two mallards,Windrem
2007-03-23,Kelsey,Merritt,0,1 otter -- leaving & heading up Merritt,Windrem
2007-03-23,Kelsey,Soda Bay Rd,0,NA,Windrem
2007-03-24,Kelsey,Mostin,50,above rock barrier,Windrem
2007-03-24,Kelsey,Merritt,0,NA,Windrem
2007-03-24,Kelsey,Main St,0,NA,Windrem
2007-03-24,Kelsey,Mostin,0,NA,Windrem
2007-03-24,Kelsey,Detention,0,masses of roe,Windrem
2007-03-24,Kelsey,Merritt,0,NA,Windrem
2007-03-24,Kelsey,Soda Bay Rd (upstream 1/4 mile),0,NA,Eutenier
2007-03-24,Kelsey,Merritt Rd,0,NA,Ishihara
2007-03-24,Kelsey,Main St,0,NA,Ishihara
2007-03-24,Kelsey,Soda Bay Rd,0,NA,Ishihara
2007-03-27,Kelsey,Soda Bay Rd (upstream 1/4 mile),0,low water,Eutenier
2007-03-30,Kelsey,Soda Bay Rd,0,NA,Moura
2007-04-01,Kelsey,Soda Bay Rd (upstream 1/4 mile),0,NA,Eutenier
2007-04-02,Kelsey,Soda Bay Rd (upstream 1/4 mile),0,hundreds of fry in shallows,Eutenier
2007-04-04,Kelsey,Merritt Rd,0,NA,Ishihara
2007-04-04,Kelsey,Soda Bay Rd,0,muddy,Ishihara
2007-04-04,Kelsey,Soda Bay Rd,0,NA,Moura
2007-04-06,Kelsey,1/4 mi above old SBR br,50,headed upstream,Eutenier
2007-04-11,Kelsey,1/4 mi above old SBR br,0,"rain; fry in shallows, ca 1 cm",Eutenier
2007-04-12,Kelsey,1/4 mi above old SBR br,0,a very few fry,Eutenier
2007-04-16,Kelsey,1/4 mi above old SBR br,0,scant fry of various sizes,Eutenier
2007-04-16,Kelsey,Finley East,10,also three dead; black crowned night heron fishing,Geary
2007-03-05,Manning,"tributary, S. Main & Hwy 175",0,"sunny, water shallow but clear",Barnes
2007-03-13,Manning,Ackley,0,NA,Devoto
2007-03-13,Manning,Ackley,0,NA,Devoto
2007-03-14,Manning,Soda Bay,0,NA,Windrem
2007-03-21,Manning,Soda Bay,0,NA,Windrem
2007-03-20,McGaugh,Merritt,0,no water,devoto
2007-03-03,Middle,Hwy 20,0,NA,Matzinger
2007-03-03,Middle,Elk Mt Rd (1),0,NA,Matzinger
2007-03-03,Middle,Elk Mt Rd (2),0,NA,Matzinger
2007-03-03,Middle,8969 B A Dr,0,NA,Kolb
2007-03-05,Middle,Rancheria Rd,0,fast moving water,Geary
2007-03-05,Middle,Hwy 20,0,deep water,Geary
2007-03-05,Middle,8969 B A Dr,0,NA,Kolb
2007-03-06,Middle,Hwy 20,0,deep water,Geary
2007-03-07,Middle,Rancheria Rd,0,fast moving; illegal dumping; picture,Lynch
2007-03-07,Middle,Hwy 20,0,"overcast, moderate rain; picture",Lynch
2007-03-08,Middle,Hwy 20,0,NA,Matzinger
2007-03-08,Middle,Elk Mt Rd (1),0,NA,Matzinger
2007-03-08,Middle,Elk Mt Rd (2),0,NA,Matzinger
2007-03-08,Middle,8969 B A Dr,0,NA,Kolb
2007-03-09,Middle,Rancheria Rd,0,overcast,Lynch
2007-03-09,Middle,Hwy 20,0,moderate flow,Lynch
2007-03-11,Middle,8969 B A Dr,0,NA,Kolb
2007-03-12,Middle,Hwy 20,0,NA,Geary
2007-03-13,Middle,Hwy 20,0,NA,Mottlow
2007-03-14,Middle,8969 B A Dr,0,NA,Kolb
2007-03-16,Middle,8969 B A Dr,0,NA,Kolb
2007-03-17,Middle,8969 B A Dr,0,NA,Kolb
2007-03-18,Middle,8969 B A Dr,15 dead,NA,Kolb neighbr
2007-03-19,Middle,Hwy 20,0,NA,Mottlow
2007-03-19,Middle,Rancheria Rd,0,NA,Mottlow
2007-03-19,Middle,8969 B A Dr,4 dead,2 identified,Kolb
2007-03-20,Middle,8969 B A Dr,0,NA,Kolb
2007-03-23,Middle,8969 B A Dr,3 dead,NA,Kolb
2007-03-25,Middle,8969 B A Dr,1 dead,NA,Kolb
2007-03-28,Middle,8969 B A Dr,0,NA,Kolb
2007-04-01,Middle,8969 B A Dr,"2 -2"" frye",NA,Kolb
2007-04-06,Middle,8969 B A Dr,"100 - 1"" frye",NA,Kolb
2007-03-05,Morrison,Hwy 20,0,shallow clear water but lots of trash & debris,Barnes
2007-03-09,Pool,Hendricks Rd,0,NA,Lynch
2007-03-05,Robinson,Old Robinson Br,0,NA,Geary
2007-03-06,Robinson,Old Robinson Br,0,NA,Geary
2007-03-07,Robinson,Old Robinson Cr Br,0,overcast; illegal dumping,Lynch
2007-03-09,Robinson,Old Robinson Cr Br,0,pictures of illegal dumping,Lynch
2007-03-13,Robinson,Rancheria Rd,0,water low,Mottlow
2007-03-19,Robinson,Old Robinson Bridge,0,low water,Mottlow
2007-02-18,Schindler,Hwy 20,0,"sunny, creek flowing but low",Barnes
2007-02-27,Schindler,Hwy 20,0,"cloudy, cold, & rainy; creek high & muddy",Barnes
2007-02-28,Schindler,Hwy 20,0,"clear day, creek still high & muddy",Barnes
2007-02-28,Schindler,Konocti View,0,"clear day, creek still high & muddy",Barnes
2007-03-05,Schindler,Konocti View,0,"lots of debris, tadpoles, and dead threadfin shad",Barnes
2007-03-05,Schindler,Konocti View,0,"""creek running and clear with nice sandy bottom (looked perfect), picked up some trash around and in creek""",Barnes
2007-03-11,Schindler,Hwy 20,0,NA,Barnes
2007-03-15,Schindler,Hwy 20,0,"water getting quite low but still running, sunny",Barnes
2007-03-19,Schindler,Hwy 20,0,"water probably too low for hitch, cloudy",Barnes
2007-03-05,Scotts,Scotts Cr Br,0,NA,Geary
2007-03-19,Scotts,Eickhoff Be,0,NA,Ishihara
2007-02-20,Seigler,Perini,0,NA,Voegtly
2007-03-17,Seigler,Perini,0,"1 3"" minnow & 12 1.5"" minnows",Voegtly
2007-03-20,Seigler,Perini,0,NA,Voegtly
2007-03-23,Seigler Canyon,Jessie St,0,NA,Moura
2007-04-05,Seigler Canyon,Jessie St,0,NA,Moura
2007-04-14,Seigler Canyon,Jessie St,0,NA,Moura
2007-03-09,Seigler Cyn,Jessie St,0,NA,Brandon
2007-03-15,Seigler Cyn,Jessie St,0,NA,Brandon
2007-03-19,Seigler Cyn,Jessie St,0,NA,Brandon
2007-02-25,Thompson,Big Valley Rd,0,water too deep,Juntunen
2007-02-25,Thompson,Hwy 29,0,medium current but lots of natural debris; very shallow,Juntunen
2007-02-25,Thompson,Argonaut,0,faster than previous site,Juntunen
2007-02-25,Thompson,Merritt,0,"gravel bed, pretty shallow",Juntunen
