site_code,measurement_date,rp_elevation,gs_elevation,ws_reading,rp_reading,ewm_measurement_issue_type_id,measuring_agency_code,comments
389621N1228673W001,2013-03-27 00:00,1503.190,1502.890,7.200,144.000,9,1,
389621N1228673W001,2013-10-24 00:00,1503.200,1502.900,,,22,1,Not measured again until 04/08/2014.
389621N1228673W001,2014-04-08 00:00,1503.200,1502.900,0,120.800,,1,
389621N1228673W001,2014-10-24 00:00,1503.200,1502.900,,,22,1,Not measured again until 03/31/2015.
389621N1228673W001,2015-03-31 00:00,1503.200,1502.900,0,121.710,,1,
389621N1228673W001,2015-10-21 00:00,1503.200,1502.900,0,158.490,,1,
389621N1228673W001,2016-03-28 00:00,1503.200,1502.900,0,120.800,,1,
389621N1228673W001,2016-10-18 00:00,1503.200,1502.900,0,152.200,,1,
389621N1228673W001,2017-03-27 12:00,1503.200,1502.900,14.500,130.000,,1,
389621N1228673W001,2017-10-18 00:00,1503.200,1502.900,0,155.180,,1,
389621N1228673W001,2018-03-27 12:00,1503.200,1502.900,53.000,185.000,4,1,Sounder stuck at 104, tape wet
389621N1228673W001,2018-10-24 12:00,1503.200,1502.900,0,146.350,,1,
389621N1228673W001,2019-03-26 12:00,1503.200,1502.900,0,115.060,,1,
389711N1228964W001,1991-03-05 00:00,1393.900,1392.900,0,10.100,,1,
389711N1228964W001,1991-10-15 00:00,1393.900,1392.900,0,15.200,,1,
389711N1228964W001,1992-03-10 00:00,1393.900,1392.900,0,8.200,,1,
389711N1228964W001,1992-10-19 00:00,1393.900,1392.900,0,15.300,,1,
389711N1228964W001,1993-03-29 00:00,1393.900,1392.900,0,5.800,,1,
389711N1228964W001,1993-10-25 00:00,1393.900,1392.900,0,12.900,,1,
389711N1228964W001,1994-03-28 00:00,1393.900,1392.900,0,6.900,,1,
389711N1228964W001,1995-04-03 00:00,1393.900,1392.900,0,4.300,5,1,
389711N1228964W001,1995-10-23 00:00,1393.900,1392.900,0,10.600,,1,
389711N1228964W001,1996-03-18 00:00,1393.900,1392.900,0,1.100,,1,
389711N1228964W001,1996-11-04 00:00,1393.900,1392.900,0,13.000,,1,
389711N1228964W001,1997-03-19 00:00,1393.900,1392.900,0,5.900,,1,
389711N1228964W001,1997-10-27 00:00,1393.900,1392.900,0,13.500,,1,
389711N1228964W001,1998-03-18 00:00,1393.900,1392.900,0,3.500,,1,
389711N1228964W001,1998-10-26 00:00,1393.900,1392.900,0,11.100,,1,
389711N1228964W001,1999-03-15 00:00,1393.900,1392.900,0,3.300,,1,
389711N1228964W001,1999-10-25 00:00,1393.900,1392.900,0,12.500,,1,
389711N1228964W001,2000-03-13 00:00,1393.900,1392.900,0,4.200,,1,
389711N1228964W001,2000-10-09 00:00,1393.900,1392.900,0,12.700,,1,
389711N1228964W001,2001-03-26 00:00,1393.900,1392.900,0,7.600,,1,
389711N1228964W001,2001-10-22 00:00,1393.900,1392.900,0,14.700,,1,
389711N1228964W001,2002-03-25 00:00,1393.900,1392.900,0,6.200,,1,
389711N1228964W001,2002-10-21 00:00,1393.900,1392.900,0,14.300,,1,
389711N1228964W001,2003-03-20 00:00,1393.900,1392.900,0,5.000,,1,
389711N1228964W001,2003-10-28 00:00,1393.900,1392.900,0,13.100,,1,
389711N1228964W001,2004-04-01 00:00,1393.900,1392.900,0,4.700,,1,
389711N1228964W001,2004-10-07 00:00,1393.900,1392.900,0,13.600,,1,
389711N1228964W001,2005-04-08 00:00,1393.900,1392.900,0,4.100,,1,
389711N1228964W001,2005-10-11 00:00,1393.900,1392.900,0,12.600,,1,
389711N1228964W001,2006-03-30 00:00,1393.900,1392.900,0,3.400,,1,
389711N1228964W001,2006-10-16 00:00,1393.900,1392.900,0,13.400,2,1,
389711N1228964W001,2007-03-30 00:00,1393.900,1392.900,0,6.200,,1,
389711N1228964W001,2007-10-25 00:00,1393.900,1392.900,,,24,1,
389711N1228964W001,2008-03-18 00:00,1393.900,1392.900,0,6.500,,1,
389711N1228964W001,2008-10-28 00:00,1393.900,1392.900,0,15.500,,1,
389711N1228964W001,2009-04-08 00:00,1393.900,1392.900,0,7.800,,1,
389711N1228964W001,2010-03-30 00:00,1393.900,1392.900,,,24,1,
389711N1228964W001,2010-10-13 00:00,1393.900,1392.900,,,24,1,
389711N1228964W001,2011-04-12 00:00,1393.900,1392.900,0,4.500,,1,
389711N1228964W001,2011-10-12 00:00,1393.870,1392.870,-0.700,12.000,,1,
389711N1228964W001,2012-04-05 00:00,1393.870,1392.870,1.300,8.000,,1,
389711N1228964W001,2012-10-24 00:00,1393.870,1392.870,,,16,1,
389711N1228964W001,2013-03-27 00:00,1393.870,1392.870,3.600,10.000,,1,
389711N1228964W001,2014-04-08 00:00,1393.900,1392.900,,,24,1,Pumphouse locked.
389711N1228964W001,2015-03-31 00:00,1393.900,1392.900,0,7.720,,1,
389711N1228964W001,2015-10-21 00:00,1393.900,1392.900,,,17,1,
389711N1228964W001,2016-03-28 00:00,1393.900,1392.900,0,5.830,,1,
389711N1228964W001,2016-10-18 00:00,1393.900,1392.900,,,17,1,Pumphouse locked; left note for owner.
389711N1228964W001,2017-03-27 12:00,1393.900,1392.900,,,17,1,boarded up
389711N1228964W001,2018-03-27 12:00,1393.900,1392.900,,,17,1,boarded up
389718N1228958W001,1963-04-04 00:00,1392.870,1391.870,0,4.100,,1,
389718N1228958W001,1963-10-24 00:00,1392.870,1391.870,0,11.700,,1,
389718N1228958W001,1964-03-20 00:00,1392.870,1391.870,0,2.400,,1,
389718N1228958W001,1964-10-20 00:00,1392.870,1391.870,0,16.500,,1,
389718N1228958W001,1965-03-18 00:00,1392.870,1391.870,0,3.000,,1,
389718N1228958W001,1965-10-13 00:00,1392.870,1391.870,0,15.300,,1,
389718N1228958W001,1966-03-18 00:00,1392.870,1391.870,0,2.900,,1,
389718N1228958W001,1966-10-19 00:00,1392.870,1391.870,0,12.400,,1,
389718N1228958W001,1967-03-23 00:00,1392.870,1391.870,0,1.400,,1,
389718N1228958W001,1967-10-18 00:00,1392.870,1391.870,0,10.800,,1,
389718N1228958W001,1968-04-11 00:00,1392.870,1391.870,0,1.900,,1,
389718N1228958W001,1968-10-23 00:00,1392.870,1391.870,0,12.300,,1,
389718N1228958W001,1969-03-26 00:00,1392.870,1391.870,0,1.400,,1,
389718N1228958W001,1969-10-28 00:00,1392.870,1391.870,0,10.900,,1,
389718N1228958W001,1970-04-01 00:00,1392.870,1391.870,0,2.000,,1,
389718N1228958W001,1970-10-08 00:00,1392.870,1391.870,0,12.000,,1,
389718N1228958W001,1971-03-11 00:00,1392.870,1391.870,0,3.200,,1,
389718N1228958W001,1971-10-15 00:00,1392.870,1391.870,0,11.200,,1,
389718N1228958W001,1972-03-13 00:00,1392.870,1391.870,0,3.900,,1,
389718N1228958W001,1972-10-13 00:00,1392.870,1391.870,0,12.000,,1,
389718N1228958W001,1973-04-02 00:00,1392.870,1391.870,0,3.900,,1,
389718N1228958W001,1973-10-02 00:00,1392.870,1391.870,0,15.500,,1,
389718N1228958W001,1974-04-18 00:00,1392.870,1391.870,0,1.700,,1,
389718N1228958W001,1974-11-04 00:00,1392.870,1391.870,0,14.000,,1,
389718N1228958W001,1975-04-02 00:00,1392.870,1391.870,0,1.800,,1,
389718N1228958W001,1975-10-10 00:00,1392.870,1391.870,0,16.300,,1,
389718N1228958W001,1976-03-11 00:00,1392.870,1391.870,0,12.500,,1,
389718N1228958W001,1976-10-13 00:00,1392.870,1391.870,0,18.200,,1,
389718N1228958W001,1977-03-08 00:00,1392.870,1391.870,0,14.400,,1,
389718N1228958W001,1977-11-03 00:00,1392.870,1391.870,0,19.000,,1,
389718N1228958W001,1977-12-08 00:00,1392.870,1391.870,0,15.300,,1,
389718N1228958W001,1978-03-17 00:00,1392.870,1391.870,0,3.800,,1,
389718N1228958W001,1991-03-05 00:00,1392.870,1391.870,0,10.200,,1,
389718N1228958W001,1991-10-15 00:00,1392.870,1391.870,0,14.800,,1,
389718N1228958W001,1992-03-10 00:00,1392.870,1391.870,0,8.100,,1,
389718N1228958W001,1992-10-19 00:00,1392.870,1391.870,0,15.200,,1,
389718N1228958W001,1993-03-29 00:00,1392.870,1391.870,0,4.400,,1,
389718N1228958W001,1993-10-25 00:00,1392.870,1391.870,0,13.300,,1,
389718N1228958W001,1994-03-28 00:00,1392.870,1391.870,0,6.300,,1,
389718N1228958W001,1995-04-03 00:00,1392.870,1391.870,0,1.200,,1,
389718N1228958W001,1995-10-23 00:00,1392.870,1391.870,,,24,1,
389718N1228958W001,1996-03-18 00:00,1392.870,1391.870,0,3.400,,1,
389718N1228958W001,1996-11-04 00:00,1392.870,1391.870,0,13.300,,1,
389718N1228958W001,1997-03-19 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,1997-10-27 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,1998-03-18 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,1999-03-15 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,1999-10-14 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,2000-03-13 00:00,1392.870,1391.870,0,4.200,,1,
389718N1228958W001,2002-03-25 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,2003-03-20 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,2003-10-28 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,2004-04-01 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,2004-10-07 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,2005-04-08 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,2005-10-11 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,2006-03-30 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,2006-10-16 00:00,1392.870,1391.870,,,15,1,
389718N1228958W001,2007-03-30 00:00,1392.870,1391.870,,,15,1,
389726N1228847W001,1966-03-22 00:00,1386.070,1385.870,0,7.800,,1,
389726N1228847W001,1966-11-09 00:00,1386.070,1385.870,0,21.100,,1,
389726N1228847W001,1967-10-26 00:00,1386.070,1385.870,0,17.600,,1,
389726N1228847W001,1968-04-15 00:00,1386.070,1385.870,0,8.400,,1,
389726N1228847W001,1968-10-23 00:00,1386.070,1385.870,0,20.400,,1,
389726N1228847W001,1969-04-15 00:00,1386.070,1385.870,0,8.400,,1,
389726N1228847W001,1969-11-14 00:00,1386.070,1385.870,0,20.000,,1,
389726N1228847W001,1970-04-14 00:00,1386.070,1385.870,0,9.300,,1,
389726N1228847W001,1970-10-08 00:00,1386.070,1385.870,0,20.400,,1,
389726N1228847W001,1971-04-08 00:00,1386.070,1385.870,0,9.700,,1,
389726N1228847W001,1971-10-13 00:00,1386.070,1385.870,0,20.000,,1,
389726N1228847W001,1972-04-04 00:00,1386.070,1385.870,0,10.000,,1,
389726N1228847W001,1972-10-04 00:00,1386.070,1385.870,0,20.700,,1,
389726N1228847W001,1973-03-27 00:00,1386.070,1385.870,0,10.800,,1,
389726N1228847W001,1973-10-09 00:00,1386.070,1385.870,0,29.000,,1,
389726N1228847W001,1974-04-11 00:00,1386.070,1385.870,,,24,1,
389734N1228679W001,1960-11-22 00:00,1383.070,1382.870,0,12.000,,1,
389734N1228679W001,1961-03-09 00:00,1383.070,1382.870,0,0.500,,1,
389734N1228679W001,1961-10-25 00:00,1383.070,1382.870,0,14.500,,1,
389734N1228679W001,1962-03-09 00:00,1383.070,1382.870,0,0.300,,1,
389734N1228679W001,1962-10-03 00:00,1383.070,1382.870,0,15.300,,1,
389734N1228679W001,1963-03-19 00:00,1383.070,1382.870,0,0.300,,1,
389734N1228679W001,1963-10-16 00:00,1383.070,1382.870,0,9.400,,1,
389734N1228679W001,1964-03-30 00:00,1383.070,1382.870,0,1.500,,1,
389734N1228679W001,1964-10-07 00:00,1383.070,1382.870,0,17.600,,1,
389734N1228679W001,1965-03-19 00:00,1383.070,1382.870,0,0.500,,1,
389734N1228679W001,1965-10-11 00:00,1383.070,1382.870,0,12.800,,1,
389734N1228679W001,1966-03-09 00:00,1383.070,1382.870,0,0.600,,1,
389734N1228679W001,1966-10-18 00:00,1383.070,1382.870,0,19.400,,1,
389734N1228679W001,1967-03-29 00:00,1383.070,1382.870,0,0.200,,1,
389734N1228679W001,1967-10-20 00:00,1383.070,1382.870,0,13.400,,1,
389734N1228679W001,1968-04-05 00:00,1383.070,1382.870,0,0.400,,1,
389734N1228679W001,1968-10-22 00:00,1383.070,1382.870,0,15.700,,1,
389734N1228679W001,1969-04-14 00:00,1383.070,1382.870,0,0,,1,
389734N1228679W001,1969-11-13 00:00,1383.070,1382.870,0,13.200,,1,
389734N1228679W001,1970-04-10 00:00,1383.070,1382.870,0,0.400,,1,
389734N1228679W001,1970-10-07 00:00,1383.070,1382.870,0,15.000,,1,
389734N1228679W001,1971-04-07 00:00,1383.070,1382.870,0,0,,1,
389734N1228679W001,1971-10-12 00:00,1383.070,1382.870,0,17.700,,1,
